5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04,5.357000000000000000e+04
5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04,5.814200000000000000e+04
5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04,5.507800000000000000e+04
4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04,4.252400000000000000e+04
3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04,3.820100000000000000e+04
4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04,4.210600000000000000e+04
5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04,5.724700000000000000e+04
4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04,4.092600000000000000e+04
4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04,4.583000000000000000e+04
5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04,5.141000000000000000e+04
