5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04,5.806000000000000000e+04
4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04,4.142500000000000000e+04
5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04,5.243000000000000000e+04
4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04,4.204100000000000000e+04
3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04,3.144100000000000000e+04
4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04,4.173900000000000000e+04
4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04,4.731200000000000000e+04
4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04,4.067500000000000000e+04
4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04,4.134400000000000000e+04
4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04,4.154600000000000000e+04
